cust_id,gender
3500,0.4134862719468333
3501,0.2624547513974264
3502,0.4136178097407775
3503,0.47344081885804806
3504,0.40959929480896334
3505,0.4271504434150736
3506,0.3746642524269056
3507,0.5201378997966389
3508,0.42002557494467024
3509,0.22925154340711165
3510,0.26405338972896514
3511,0.35777691054735883
3512,0.24980525150257515
3513,0.388857503558267
3514,0.26870135642763826
3515,0.32596988909490554
3516,0.17762205509646575
3517,0.456812996433414
3518,0.44351594316903625
3519,0.48018832254414684
3520,0.5296179257468664
3521,0.35411101373317827
3522,0.6564496626242468
3523,0.2359848588743509
3524,0.4325539992119583
3525,0.6099014109609752
3526,0.21857478415954154
3527,0.678505785880021
3528,0.5556538538384841
3529,0.32144492556976334
3530,0.3427336346133687
3531,0.5584122254361467
3532,0.2992200228254007
3533,0.3258680967921946
3534,0.5844356645919836
3535,0.26876664396761646
3536,0.7439627642174486
3537,0.34892053118054017
3538,0.7450458358120521
3539,0.5636072350477065
3540,0.22112740457830157
3541,0.5693205433367206
3542,0.3928479892330566
3543,0.3769006482154931
3544,0.3439122306780192
3545,0.4441564331799258
3546,0.22200330777354246
3547,0.15860105393458337
3548,0.5666954054219983
3549,0.28312075145916327
3550,0.47899789533673626
3551,0.5710871190130448
3552,0.31576527708235547
3553,0.337067517094365
3554,0.4065785186595806
3555,0.2549273744409643
3556,0.3725142852409266
3557,0.2995286044128459
3558,0.32915508801170434
3559,0.22616418872555022
3560,0.5310792262312065
3561,0.35084328922787766
3562,0.16970113171612733
3563,0.21471680667161824
3564,0.42719242763344545
3565,0.4132811003323993
3566,0.1010269493910976
3567,0.5817333255254824
3568,0.2783555500737497
3569,0.5294631303913592
3570,0.2652841795047274
3571,0.3105932089404259
3572,0.5141864324644468
3573,0.36795533588833995
3574,0.3567506569485628
3575,0.6806238489507701
3576,0.5920183513526502
3577,0.19451964850394018
3578,0.35343847043799526
3579,0.18808641148321797
3580,0.4743761631919633
3581,0.6704631915683074
3582,0.5501808885762905
3583,0.4990674101287944
3584,0.48179051423607683
3585,0.24018792103317796
3586,0.10831860327195694
3587,0.16123614959446858
3588,0.26682916491239045
3589,0.4594753270705731
3590,0.43321177205623773
3591,0.3663405021184289
3592,0.4414558888646416
3593,0.4757200896454667
3594,0.2589583506979264
3595,0.5340772793460985
3596,0.3887918711518653
3597,0.2998505168082485
3598,0.37510298661708347
3599,0.5105564213383148
3600,0.4191611589263037
3601,0.2527261471146122
3602,0.4896516059508583
